State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Number of Days in Package,Average Daily Activity Cost,Average Daily Food Cost,Number of Famous Places Covered,Overall Rating (Out of 5),Discount Percentage,Train Cost (Low),Train Cost (High),Bus Cost (Low),Bus Cost (High),Flight Cost (Low),Flight Cost (High),Car Rental Cost (Low),Car Rental Cost (High)
Tripura,Sunny,Low,11800,Cost Level: High,Local Cuisine: 826 INR per day,3-star: 1310 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Cultural Tours",High,3.6/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Art Exhibitions,10,539,826,2,3.6,16,708,1756,250,904,3317,6143,1636,3170
Mizoram,Chilly,Low,22142,Cost Level: High,Local Cuisine: 622 INR per day,Luxury Resort: 4035 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Trekking, Cultural Tours",Low,3.9/5,Monsoon,Mizo,Very Safe,No,Art Exhibitions,8,681,622,2,3.9,20,517,1460,208,963,3784,8048,1557,3002
Arunachal Pradesh,Rainy,Medium,5256,Cost Level: Low,Local Cuisine: 1008 INR per day,Homestay: 2106 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Wildlife Safari, Boating",High,3.8/5,Winter,"Hindi, English",Very Safe,No,Festival,8,1878,1008,2,3.8,28,637,1048,185,984,3193,8422,1349,2598
Mizoram,Sunny,Low,24388,Cost Level: High,Local Cuisine: 1551 INR per day,Homestay: 3159 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Boating, Cultural Tours",Low,4.8/5,Winter,Mizo,Safe for Solo Travelers,Yes,Local Traditions,4,1784,1551,2,4.8,24,628,1470,135,975,4941,7994,1725,3889
Assam,Sunny,Medium,18640,Cost Level: Low,Local Cuisine: 976 INR per day,Homestay: 4522 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Moderate,4.1/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Local Traditions,8,710,976,2,4.1,11,427,1073,187,512,3218,6381,1268,2694
Tripura,Rainy,Medium,7957,Cost Level: Low,Local Cuisine: 1572 INR per day,Homestay: 4826 INR per night,"Neermahal, Ujjayanta Palace","Boating, River Rafting, Cultural Tours",Low,4.0/5,Summer,"Bengali, Kokborok",Very Safe,No,Local Traditions,5,1510,1572,2,4.0,28,678,1965,189,600,4930,7771,1966,3813
Nagaland,Sunny,High,10902,Cost Level: Low,Local Cuisine: 519 INR per day,Homestay: 1289 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, River Rafting, Wildlife Safari",Low,3.8/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Festival,9,791,519,2,3.8,29,438,1964,210,898,3385,9898,1418,2619
Mizoram,Chilly,Medium,13064,Cost Level: High,Local Cuisine: 1922 INR per day,Homestay: 2344 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Boating",High,3.6/5,Summer,Mizo,Very Safe,Yes,Local Traditions,7,866,1922,2,3.6,22,506,1558,106,901,3121,6765,1285,3947
Nagaland,Pleasant,Low,38795,Cost Level: Low,Local Cuisine: 1069 INR per day,Homestay: 4634 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Moderate,4.0/5,Summer,"English, Nagamese",Very Safe,No,Festival,6,1674,1069,2,4.0,24,479,1311,286,587,3834,6281,1993,3788
Meghalaya,Sunny,Low,16782,Cost Level: Low,Local Cuisine: 1801 INR per day,3-star: 1894 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Boating, Trekking",Moderate,3.7/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival,6,1012,1801,2,3.7,29,756,1280,160,789,4370,9880,863,2612
Arunachal Pradesh,Chilly,Low,27687,Cost Level: High,Local Cuisine: 1480 INR per day,3-star: 2062 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, River Rafting",Moderate,3.8/5,Summer,"Hindi, English",Moderately Safe,Yes,Festival,4,1579,1480,2,3.8,30,708,1760,129,866,4225,6568,1670,2702
Manipur,Rainy,Low,30616,Cost Level: High,Local Cuisine: 715 INR per day,3-star: 2210 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari, Boating",Low,4.6/5,Winter,Manipuri,Moderately Safe,Yes,Festival,3,1384,715,2,4.6,24,453,1183,131,794,4509,7044,1147,3548
Assam,Sunny,Low,33962,Cost Level: High,Local Cuisine: 1631 INR per day,Luxury Resort: 1311 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Boating",Moderate,3.9/5,Monsoon,Assamese,Very Safe,No,Festival,6,1493,1631,2,3.9,11,588,1113,144,568,4917,9243,1474,3133
Manipur,Pleasant,High,35319,Cost Level: High,Local Cuisine: 1075 INR per day,Luxury Resort: 3427 INR per night,"Loktak Lake, Kangla Fort","Trekking, Boating, River Rafting",Moderate,4.0/5,Summer,Manipuri,Very Safe,Yes,Festival,4,1433,1075,2,4.0,19,568,1030,136,977,3799,9931,1338,3888
Tripura,Rainy,Low,33733,Cost Level: Low,Local Cuisine: 1301 INR per day,3-star: 3521 INR per night,"Neermahal, Ujjayanta Palace","Boating, Cultural Tours",Low,4.4/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Festival,3,1057,1301,2,4.4,24,672,1224,234,892,4519,6864,1260,3952
Tripura,Rainy,Medium,11876,Cost Level: Low,Local Cuisine: 1359 INR per day,3-star: 4119 INR per night,"Neermahal, Ujjayanta Palace","Trekking, River Rafting, Cultural Tours",Low,4.4/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions,7,1969,1359,2,4.4,15,384,1488,106,944,3381,9811,1111,3774
Nagaland,Sunny,High,13685,Cost Level: Low,Local Cuisine: 570 INR per day,3-star: 3846 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Low,4.5/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions,3,1286,570,2,4.5,5,691,1928,137,976,3030,6110,1222,3556
Meghalaya,Sunny,Low,42216,Cost Level: High,Local Cuisine: 1148 INR per day,Luxury Resort: 3780 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Cultural Tours, Trekking",Moderate,3.8/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Festival,6,1070,1148,2,3.8,29,546,1872,182,587,3684,8768,1917,2869
Meghalaya,Chilly,Medium,6390,Cost Level: High,Local Cuisine: 754 INR per day,3-star: 4971 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Boating, Cultural Tours",High,3.6/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions,8,800,754,2,3.6,26,498,1707,288,555,4262,7701,1181,3175
Arunachal Pradesh,Chilly,High,46326,Cost Level: High,Local Cuisine: 1649 INR per day,Homestay: 3968 INR per night,"Tawang Monastery, Ziro Valley",Trekking,Moderate,3.7/5,Summer,"Hindi, English",Very Safe,Yes,Art Exhibitions,10,650,1649,2,3.7,25,652,1333,237,539,4298,8399,1543,3133
Mizoram,Pleasant,Low,32754,Cost Level: Low,Local Cuisine: 1104 INR per day,3-star: 4624 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, Trekking",Moderate,4.1/5,Winter,Mizo,Safe for Solo Travelers,No,Local Traditions,5,549,1104,2,4.1,9,578,1685,185,921,3807,9579,1765,2791
Assam,Rainy,Low,16285,Cost Level: Low,Local Cuisine: 1231 INR per day,Luxury Resort: 3496 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, Boating, Cultural Tours",Low,3.5/5,Winter,Assamese,Very Safe,Yes,Local Traditions,3,1412,1231,2,3.5,9,520,1425,271,542,3385,7573,1908,2772
Nagaland,Rainy,Medium,20222,Cost Level: Low,Local Cuisine: 1299 INR per day,Luxury Resort: 3176 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, Trekking",High,3.7/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions,6,1278,1299,2,3.7,26,602,1315,215,857,4150,7822,1396,3992
Nagaland,Chilly,Medium,7165,Cost Level: Low,Local Cuisine: 1007 INR per day,Homestay: 1357 INR per night,"Dzükou Valley, Kohima War Cemetery",Boating,High,3.5/5,Monsoon,"English, Nagamese",Moderately Safe,No,Local Traditions,9,503,1007,2,3.5,30,783,1719,130,515,3866,9872,1076,3203
Assam,Pleasant,Low,32721,Cost Level: Low,Local Cuisine: 1716 INR per day,Homestay: 1071 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari, Trekking",High,4.2/5,Summer,Assamese,Very Safe,No,Local Traditions,6,1333,1716,2,4.2,24,659,1058,256,967,4773,6284,1531,3305
Tripura,Sunny,Low,24863,Cost Level: Low,Local Cuisine: 575 INR per day,Homestay: 1939 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Cultural Tours, Boating",High,3.9/5,Summer,"Bengali, Kokborok",Very Safe,No,Art Exhibitions,4,1780,575,2,3.9,25,455,1914,154,540,4105,9982,1069,3411
Manipur,Rainy,High,35456,Cost Level: High,Local Cuisine: 1379 INR per day,Homestay: 2412 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Boating",Moderate,3.7/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Festival,3,1040,1379,2,3.7,26,365,1290,242,606,3791,6836,1959,2789
Arunachal Pradesh,Chilly,High,41936,Cost Level: Low,Local Cuisine: 1131 INR per day,Homestay: 2443 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,Moderate,4.0/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions,5,748,1131,2,4.0,7,799,1543,153,887,4766,6954,1199,3128
Mizoram,Rainy,Low,28128,Cost Level: High,Local Cuisine: 767 INR per day,Homestay: 1962 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Cultural Tours",Low,4.4/5,Summer,Mizo,Safe for Solo Travelers,No,Festival,4,1628,767,2,4.4,18,513,1165,165,793,4376,6592,1224,3665
Manipur,Sunny,High,30779,Cost Level: Low,Local Cuisine: 1792 INR per day,Homestay: 3428 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Cultural Tours",Low,3.5/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival,5,1128,1792,2,3.5,23,495,1597,240,918,4411,8756,1918,3941
Assam,Pleasant,Low,18819,Cost Level: Low,Local Cuisine: 530 INR per day,3-star: 2080 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Wildlife Safari",High,4.8/5,Monsoon,Assamese,Moderately Safe,Yes,Festival,3,502,530,2,4.8,16,678,1531,278,828,3137,9141,1031,2954
Meghalaya,Pleasant,Medium,41713,Cost Level: High,Local Cuisine: 929 INR per day,Luxury Resort: 3053 INR per night,"Cherrapunji, Living Root Bridges",Wildlife Safari,High,4.1/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Art Exhibitions,10,1717,929,2,4.1,20,361,1554,147,761,3513,9170,1035,2564
Mizoram,Sunny,Low,15466,Cost Level: Low,Local Cuisine: 1697 INR per day,Luxury Resort: 4950 INR per night,"Phawngpui National Park, Vantawng Falls",Trekking,Low,4.8/5,Summer,Mizo,Moderately Safe,No,Art Exhibitions,5,1205,1697,2,4.8,29,567,1701,286,574,4954,7580,843,3549
Arunachal Pradesh,Chilly,High,40403,Cost Level: Low,Local Cuisine: 1867 INR per day,Luxury Resort: 3978 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting, Trekking",Moderate,3.5/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Festival,6,1025,1867,2,3.5,7,393,1939,214,843,4056,9797,1076,2617
Arunachal Pradesh,Sunny,High,48573,Cost Level: High,Local Cuisine: 780 INR per day,Luxury Resort: 3815 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Wildlife Safari, Boating",Low,5.0/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions,8,634,780,2,5.0,11,681,1134,124,925,4592,6332,1775,2880
Tripura,Sunny,Medium,6193,Cost Level: Low,Local Cuisine: 661 INR per day,Luxury Resort: 4218 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,3.8/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Festival,10,768,661,2,3.8,13,309,1075,122,795,3799,6787,1343,2772
Meghalaya,Sunny,Low,42132,Cost Level: High,Local Cuisine: 539 INR per day,Luxury Resort: 1833 INR per night,"Cherrapunji, Living Root Bridges",Boating,Low,3.7/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,No,Festival,7,1774,539,2,3.7,20,566,1727,267,701,4866,9405,1437,3705
Meghalaya,Chilly,High,18385,Cost Level: Low,Local Cuisine: 1161 INR per day,Homestay: 2545 INR per night,"Living Root Bridges, Cherrapunji","Boating, Wildlife Safari, River Rafting",Moderate,4.5/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions,8,1453,1161,2,4.5,22,355,1607,119,850,4388,8541,1785,2982
Manipur,Pleasant,Low,33137,Cost Level: High,Local Cuisine: 972 INR per day,3-star: 2839 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Wildlife Safari",High,4.2/5,Summer,Manipuri,Very Safe,No,Local Traditions,10,1886,972,2,4.2,24,380,1364,255,826,3254,7176,1765,2720
Nagaland,Rainy,High,20503,Cost Level: High,Local Cuisine: 911 INR per day,3-star: 2845 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, River Rafting, Trekking",High,4.2/5,Winter,"English, Nagamese",Moderately Safe,No,Art Exhibitions,3,607,911,2,4.2,15,366,1465,162,820,3448,8490,1245,3899
Tripura,Sunny,Medium,42106,Cost Level: Low,Local Cuisine: 1181 INR per day,3-star: 4625 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, River Rafting, Boating",High,4.6/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions,8,1119,1181,2,4.6,6,493,1339,200,897,4110,9412,1050,3018
Arunachal Pradesh,Rainy,Medium,6211,Cost Level: Low,Local Cuisine: 1504 INR per day,Luxury Resort: 4158 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Boating",Moderate,3.8/5,Summer,"Hindi, English",Moderately Safe,Yes,Local Traditions,4,564,1504,2,3.8,5,758,1677,147,933,4086,9864,1585,3897
Arunachal Pradesh,Sunny,High,22472,Cost Level: High,Local Cuisine: 1872 INR per day,Homestay: 2095 INR per night,"Tawang Monastery, Ziro Valley","Boating, Trekking",Low,3.9/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions,7,1444,1872,2,3.9,25,702,1102,136,857,3025,6058,986,3622
Arunachal Pradesh,Chilly,High,33865,Cost Level: Low,Local Cuisine: 1222 INR per day,Luxury Resort: 4170 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Moderate,3.8/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Festival,8,514,1222,2,3.8,29,593,1220,113,673,4102,8255,1468,3637
Tripura,Chilly,Low,35842,Cost Level: Low,Local Cuisine: 1363 INR per day,Luxury Resort: 3337 INR per night,"Neermahal, Ujjayanta Palace",Boating,Moderate,4.5/5,Summer,"Bengali, Kokborok",Very Safe,No,Art Exhibitions,7,533,1363,2,4.5,29,413,1052,239,643,4692,9979,1725,3625
Manipur,Sunny,Medium,33216,Cost Level: High,Local Cuisine: 1137 INR per day,Luxury Resort: 4737 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Wildlife Safari, River Rafting",High,3.7/5,Winter,Manipuri,Moderately Safe,No,Festival,3,1945,1137,2,3.7,5,625,1817,147,944,3525,7279,1762,3041
Tripura,Chilly,High,43610,Cost Level: High,Local Cuisine: 1704 INR per day,Homestay: 4085 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Trekking",High,4.4/5,Monsoon,"Bengali, Kokborok",Moderately Safe,No,Art Exhibitions,8,1624,1704,2,4.4,25,424,1965,296,937,3389,8444,917,2628
Manipur,Sunny,Medium,43181,Cost Level: High,Local Cuisine: 799 INR per day,Homestay: 2580 INR per night,"Kangla Fort, Loktak Lake",River Rafting,Moderate,4.4/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Local Traditions,9,777,799,2,4.4,17,440,1058,281,555,3750,6248,1582,2686
Meghalaya,Pleasant,Low,11953,Cost Level: Low,Local Cuisine: 846 INR per day,3-star: 3113 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, Boating, Trekking",High,3.5/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Art Exhibitions,4,1493,846,2,3.5,12,732,1381,196,872,3450,7000,1251,2695
Meghalaya,Rainy,Medium,16266,Cost Level: Low,Local Cuisine: 1090 INR per day,Luxury Resort: 3911 INR per night,"Cherrapunji, Living Root Bridges","Trekking, Boating, River Rafting",Low,4.5/5,Summer,"Khasi, Garo",Very Safe,Yes,Art Exhibitions,4,782,1090,2,4.5,7,402,1198,154,590,3890,8481,1851,2598
Manipur,Rainy,High,46747,Cost Level: Low,Local Cuisine: 902 INR per day,Luxury Resort: 1987 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Boating",Moderate,4.7/5,Winter,Manipuri,Moderately Safe,Yes,Art Exhibitions,4,1634,902,2,4.7,5,426,1659,269,565,3365,6374,1356,2568
Mizoram,Rainy,Low,32821,Cost Level: Low,Local Cuisine: 1192 INR per day,Homestay: 1212 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,High,4.6/5,Summer,Mizo,Moderately Safe,No,Art Exhibitions,10,1707,1192,2,4.6,30,750,1153,197,831,4447,9241,988,3658
Manipur,Chilly,High,49203,Cost Level: High,Local Cuisine: 1782 INR per day,Luxury Resort: 2799 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari, Trekking",Low,4.1/5,Monsoon,Manipuri,Very Safe,Yes,Art Exhibitions,7,1382,1782,2,4.1,7,572,1273,100,963,4040,7772,1069,3574
Arunachal Pradesh,Rainy,Low,13966,Cost Level: Low,Local Cuisine: 1207 INR per day,3-star: 1402 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting, Wildlife Safari",Low,4.4/5,Winter,"Hindi, English",Moderately Safe,Yes,Local Traditions,4,1760,1207,2,4.4,9,451,1708,219,749,4186,6287,1946,2735
Mizoram,Sunny,Medium,34059,Cost Level: Low,Local Cuisine: 674 INR per day,3-star: 1560 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Boating, Cultural Tours",Low,3.9/5,Summer,Mizo,Moderately Safe,No,Festival,9,1382,674,2,3.9,5,405,1451,180,538,3845,9191,1719,3846
Assam,Pleasant,Medium,45050,Cost Level: High,Local Cuisine: 996 INR per day,Luxury Resort: 4541 INR per night,"Kaziranga National Park, Majuli Island",Cultural Tours,High,4.9/5,Winter,Assamese,Very Safe,Yes,Festival,10,586,996,2,4.9,6,339,1093,260,692,3344,6564,1494,3235
Nagaland,Pleasant,High,23218,Cost Level: High,Local Cuisine: 916 INR per day,3-star: 2034 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Moderate,4.8/5,Summer,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions,7,753,916,2,4.8,18,484,1365,189,902,4215,6337,1848,3749
Meghalaya,Chilly,High,36719,Cost Level: Low,Local Cuisine: 1078 INR per day,Homestay: 2157 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating, Wildlife Safari",High,4.7/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Festival,7,597,1078,2,4.7,8,357,1472,110,822,4140,9709,1358,3981
Assam,Pleasant,High,44910,Cost Level: High,Local Cuisine: 1206 INR per day,Luxury Resort: 4070 INR per night,"Kaziranga National Park, Majuli Island",Boating,Moderate,4.5/5,Winter,Assamese,Very Safe,No,Art Exhibitions,8,1558,1206,2,4.5,24,753,1342,169,990,3889,7147,1394,2987
Arunachal Pradesh,Pleasant,Low,38076,Cost Level: High,Local Cuisine: 1293 INR per day,3-star: 4503 INR per night,"Tawang Monastery, Ziro Valley",River Rafting,Moderate,3.9/5,Summer,"Hindi, English",Very Safe,Yes,Art Exhibitions,4,906,1293,2,3.9,17,653,1092,292,832,4187,7589,1530,3216
Manipur,Chilly,Medium,11037,Cost Level: High,Local Cuisine: 1404 INR per day,Homestay: 2849 INR per night,"Kangla Fort, Loktak Lake","Boating, Wildlife Safari",Moderate,4.6/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Art Exhibitions,9,1392,1404,2,4.6,22,300,1076,191,502,3626,9396,1450,3128
Arunachal Pradesh,Sunny,Medium,7265,Cost Level: Low,Local Cuisine: 1836 INR per day,Homestay: 3089 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, River Rafting",Low,4.5/5,Summer,"Hindi, English",Very Safe,No,Local Traditions,5,859,1836,2,4.5,24,548,1188,294,641,4731,8001,1514,2751
Nagaland,Rainy,Low,48920,Cost Level: Low,Local Cuisine: 1138 INR per day,3-star: 2210 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Low,4.1/5,Monsoon,"English, Nagamese",Very Safe,No,Local Traditions,4,1463,1138,2,4.1,27,712,1998,239,586,3948,7630,1420,3079
Tripura,Chilly,High,21326,Cost Level: Low,Local Cuisine: 809 INR per day,3-star: 3772 INR per night,"Ujjayanta Palace, Neermahal","Cultural Tours, River Rafting",Low,3.8/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions,9,1167,809,2,3.8,24,492,1492,118,911,3218,8702,957,2921
Tripura,Chilly,High,41532,Cost Level: High,Local Cuisine: 1106 INR per day,3-star: 3974 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Cultural Tours",High,4.8/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions,10,560,1106,2,4.8,16,440,1008,179,929,4825,9221,915,2739
Manipur,Rainy,Medium,26715,Cost Level: Low,Local Cuisine: 1034 INR per day,Homestay: 3148 INR per night,"Loktak Lake, Kangla Fort",Wildlife Safari,High,4.0/5,Winter,Manipuri,Moderately Safe,No,Festival,9,1326,1034,2,4.0,10,453,1911,229,629,4314,6934,1658,2700
Mizoram,Chilly,High,36136,Cost Level: High,Local Cuisine: 1306 INR per day,Luxury Resort: 3255 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, Trekking, Cultural Tours",Moderate,3.8/5,Winter,Mizo,Safe for Solo Travelers,No,Festival,4,933,1306,2,3.8,27,545,1212,131,527,4042,7987,1825,2999
Tripura,Pleasant,Low,27959,Cost Level: High,Local Cuisine: 1651 INR per day,3-star: 3019 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Wildlife Safari, Trekking",High,4.3/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Festival,5,1150,1651,2,4.3,20,771,1363,203,537,4108,7823,1919,2686
Manipur,Pleasant,Medium,44672,Cost Level: Low,Local Cuisine: 1112 INR per day,Homestay: 1821 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Wildlife Safari, Trekking",High,4.7/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Festival,8,1876,1112,2,4.7,29,375,1108,230,913,3107,9851,1478,3318
Nagaland,Sunny,High,44256,Cost Level: High,Local Cuisine: 1703 INR per day,Luxury Resort: 2247 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Cultural Tours, Trekking",Moderate,4.7/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions,4,820,1703,2,4.7,19,549,1817,172,771,4608,9133,1190,3791
Manipur,Rainy,Medium,25927,Cost Level: High,Local Cuisine: 813 INR per day,3-star: 3681 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Trekking",Low,4.6/5,Monsoon,Manipuri,Moderately Safe,No,Art Exhibitions,4,742,813,2,4.6,19,602,1146,180,746,4626,6546,1489,3770
